,op_max_wait_time,op_max_detour_time_factor,op_reservation_module,rq_type,avg_fs,op_module,sim_env,user_max_decision_time,scenario_name,rq_file,demand_folder,demand_type,demand_scalar,op_fleet_composition,op_vr_control_func_dict,sample,config_str,capacity,w_wt,w_tt
37,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_2/IR_1800_WT1.0TT1.5_FB_1/,line91_week/flag/1.0/sample_2.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:1.5,sample_2,IR_1800_WT1.0TT1.5_FB_1,8,1.0,1.5
38,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_3/IR_1800_WT1.0TT1.5_FB_1/,line91_week/flag/1.0/sample_3.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:1.5,sample_3,IR_1800_WT1.0TT1.5_FB_1,8,1.0,1.5
39,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_4/IR_1800_WT1.0TT1.5_FB_1/,line91_week/flag/1.0/sample_4.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:1.5,sample_4,IR_1800_WT1.0TT1.5_FB_1,8,1.0,1.5
40,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_0/IR_1800_WT1.0TT2.0_FB_1/,line91_week/flag/1.0/sample_0.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.0,sample_0,IR_1800_WT1.0TT2.0_FB_1,8,1.0,2.0
41,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_1/IR_1800_WT1.0TT2.0_FB_1/,line91_week/flag/1.0/sample_1.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.0,sample_1,IR_1800_WT1.0TT2.0_FB_1,8,1.0,2.0
42,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_2/IR_1800_WT1.0TT2.0_FB_1/,line91_week/flag/1.0/sample_2.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.0,sample_2,IR_1800_WT1.0TT2.0_FB_1,8,1.0,2.0
43,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_3/IR_1800_WT1.0TT2.0_FB_1/,line91_week/flag/1.0/sample_3.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.0,sample_3,IR_1800_WT1.0TT2.0_FB_1,8,1.0,2.0
44,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_4/IR_1800_WT1.0TT2.0_FB_1/,line91_week/flag/1.0/sample_4.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.0,sample_4,IR_1800_WT1.0TT2.0_FB_1,8,1.0,2.0
45,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_0/IR_1800_WT1.0TT2.5_FB_1/,line91_week/flag/1.0/sample_0.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.5,sample_0,IR_1800_WT1.0TT2.5_FB_1,8,1.0,2.5
46,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_1/IR_1800_WT1.0TT2.5_FB_1/,line91_week/flag/1.0/sample_1.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.5,sample_1,IR_1800_WT1.0TT2.5_FB_1,8,1.0,2.5
47,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_2/IR_1800_WT1.0TT2.5_FB_1/,line91_week/flag/1.0/sample_2.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.5,sample_2,IR_1800_WT1.0TT2.5_FB_1,8,1.0,2.5
48,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_3/IR_1800_WT1.0TT2.5_FB_1/,line91_week/flag/1.0/sample_3.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.5,sample_3,IR_1800_WT1.0TT2.5_FB_1,8,1.0,2.5
49,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_4/IR_1800_WT1.0TT2.5_FB_1/,line91_week/flag/1.0/sample_4.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:1.0;w_tt:2.5,sample_4,IR_1800_WT1.0TT2.5_FB_1,8,1.0,2.5
50,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_0/IR_1800_WT2.0TT0.5_FB_1/,line91_week/flag/1.0/sample_0.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:0.5,sample_0,IR_1800_WT2.0TT0.5_FB_1,8,2.0,0.5
51,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_1/IR_1800_WT2.0TT0.5_FB_1/,line91_week/flag/1.0/sample_1.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:0.5,sample_1,IR_1800_WT2.0TT0.5_FB_1,8,2.0,0.5
52,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_2/IR_1800_WT2.0TT0.5_FB_1/,line91_week/flag/1.0/sample_2.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:0.5,sample_2,IR_1800_WT2.0TT0.5_FB_1,8,2.0,0.5
53,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_3/IR_1800_WT2.0TT0.5_FB_1/,line91_week/flag/1.0/sample_3.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:0.5,sample_3,IR_1800_WT2.0TT0.5_FB_1,8,2.0,0.5
54,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_4/IR_1800_WT2.0TT0.5_FB_1/,line91_week/flag/1.0/sample_4.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:0.5,sample_4,IR_1800_WT2.0TT0.5_FB_1,8,2.0,0.5
55,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_0/IR_1800_WT2.0TT1.0_FB_1/,line91_week/flag/1.0/sample_0.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.0,sample_0,IR_1800_WT2.0TT1.0_FB_1,8,2.0,1.0
56,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_1/IR_1800_WT2.0TT1.0_FB_1/,line91_week/flag/1.0/sample_1.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.0,sample_1,IR_1800_WT2.0TT1.0_FB_1,8,2.0,1.0
57,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_2/IR_1800_WT2.0TT1.0_FB_1/,line91_week/flag/1.0/sample_2.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.0,sample_2,IR_1800_WT2.0TT1.0_FB_1,8,2.0,1.0
58,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_3/IR_1800_WT2.0TT1.0_FB_1/,line91_week/flag/1.0/sample_3.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.0,sample_3,IR_1800_WT2.0TT1.0_FB_1,8,2.0,1.0
59,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_4/IR_1800_WT2.0TT1.0_FB_1/,line91_week/flag/1.0/sample_4.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.0,sample_4,IR_1800_WT2.0TT1.0_FB_1,8,2.0,1.0
60,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_0/IR_1800_WT2.0TT1.5_FB_1/,line91_week/flag/1.0/sample_0.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.5,sample_0,IR_1800_WT2.0TT1.5_FB_1,8,2.0,1.5
61,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_1/IR_1800_WT2.0TT1.5_FB_1/,line91_week/flag/1.0/sample_1.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.5,sample_1,IR_1800_WT2.0TT1.5_FB_1,8,2.0,1.5
62,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_2/IR_1800_WT2.0TT1.5_FB_1/,line91_week/flag/1.0/sample_2.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.5,sample_2,IR_1800_WT2.0TT1.5_FB_1,8,2.0,1.5
63,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_3/IR_1800_WT2.0TT1.5_FB_1/,line91_week/flag/1.0/sample_3.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.5,sample_3,IR_1800_WT2.0TT1.5_FB_1,8,2.0,1.5
64,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_4/IR_1800_WT2.0TT1.5_FB_1/,line91_week/flag/1.0/sample_4.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:1.5,sample_4,IR_1800_WT2.0TT1.5_FB_1,8,2.0,1.5
65,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_0/IR_1800_WT2.0TT2.0_FB_1/,line91_week/flag/1.0/sample_0.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.0,sample_0,IR_1800_WT2.0TT2.0_FB_1,8,2.0,2.0
66,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_1/IR_1800_WT2.0TT2.0_FB_1/,line91_week/flag/1.0/sample_1.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.0,sample_1,IR_1800_WT2.0TT2.0_FB_1,8,2.0,2.0
67,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_2/IR_1800_WT2.0TT2.0_FB_1/,line91_week/flag/1.0/sample_2.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.0,sample_2,IR_1800_WT2.0TT2.0_FB_1,8,2.0,2.0
68,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_3/IR_1800_WT2.0TT2.0_FB_1/,line91_week/flag/1.0/sample_3.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.0,sample_3,IR_1800_WT2.0TT2.0_FB_1,8,2.0,2.0
69,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_4/IR_1800_WT2.0TT2.0_FB_1/,line91_week/flag/1.0/sample_4.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.0,sample_4,IR_1800_WT2.0TT2.0_FB_1,8,2.0,2.0
70,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_0/IR_1800_WT2.0TT2.5_FB_1/,line91_week/flag/1.0/sample_0.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.5,sample_0,IR_1800_WT2.0TT2.5_FB_1,8,2.0,2.5
71,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_1/IR_1800_WT2.0TT2.5_FB_1/,line91_week/flag/1.0/sample_1.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.5,sample_1,IR_1800_WT2.0TT2.5_FB_1,8,2.0,2.5
72,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_2/IR_1800_WT2.0TT2.5_FB_1/,line91_week/flag/1.0/sample_2.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.5,sample_2,IR_1800_WT2.0TT2.5_FB_1,8,2.0,2.5
73,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_3/IR_1800_WT2.0TT2.5_FB_1/,line91_week/flag/1.0/sample_3.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.5,sample_3,IR_1800_WT2.0TT2.5_FB_1,8,2.0,2.5
74,1800,10000,RollingHorizon,BasicRequest,1.0,PoolingIRSOnly,ImmediateDecisionsSimulation,0,line91_week/flag/1.0/sample_4/IR_1800_WT2.0TT2.5_FB_1/,line91_week/flag/1.0/sample_4.csv,line91_week,wave,1.0,flex_bus:1,func_key:weighted_user_times;w_wt:2.0;w_tt:2.5,sample_4,IR_1800_WT2.0TT2.5_FB_1,8,2.0,2.5
